order_id,restaurant_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating
e8f1a8d6,242460cc,c19d7314,6/20/2024,22:07,74,1303.82,7,Wallet,4.7
49bf140b,64dde01b,72146dbe,6/8/2024,18:19,31,1939.25,6,UPI,4.7
2989ed4f,62249dbf,9d53d9dc,1/6/2024,0:30,63,579.22,4,Credit Card,2.7
63cab0c5,3b052e56,0aff747f,12/14/2024,20:51,51,247.51,7,UPI,2.5
6b5f5bc8,14fc6669,a8b2aece,3/1/2024,3:57,59,1396.25,6,COD,1.2
b84b6fb4,60723d0e,9a58042c,1/9/2024,13:35,21,402.81,4,Wallet,1.5
2f8f4a74,1969672f,b285eeed,2/4/2024,2:34,78,1095.34,9,Credit Card,2
84b10ad6,26db3a08,a321bbfb,6/15/2024,12:59,46,699.46,1,Wallet,4.2
f62bafea,58def9e8,b91a59ef,7/18/2024,12:20,49,1317.63,5,COD,1.2
c86cf3e5,cdc4d7ec,74baa742,2/7/2024,21:19,88,367.33,10,UPI,2.7
02c80c5f,96102266,d3a58880,11/8/2024,21:22,52,1163.89,2,Wallet,4.6
d3594269,e3fef5a1,0d697007,4/11/2024,4:04,39,1461.4,8,UPI,4.7
e2b81e08,328df228,5a4c0e2b,2/11/2024,3:35,23,343.64,5,COD,1.7
8b9d20d7,6806a865,4d14efef,8/5/2024,14:25,15,733.1,10,Wallet,1.3
00c69b51,266301b8,ff9bbc7f,6/22/2024,6:56,34,1864.44,5,UPI,2.5
d1d55983,a3ce1611,72df07ae,4/28/2024,14:28,27,1825.24,10,Credit Card,3.4
b6e2356e,8f1605c1,ef290d0d,1/15/2024,1:22,18,1919.53,3,Net Banking,1.8
8cb2db09,da404b28,7501a2af,12/23/2024,4:04,24,716.03,4,UPI,3.9
92809d4b,fa055ed4,a28b0a8d,12/5/2024,10:31,18,522.22,8,Net Banking,2
f901b4d8,ab601722,315da3ad,9/8/2024,4:36,73,752.24,9,Wallet,1.6
89e928d6,75c23eab,32886dda,1/8/2024,18:41,20,1196.52,4,UPI,4
5ce3cb78,29c8feb1,9ddcf037,8/25/2024,22:33,47,234.72,9,Credit Card,2.1
9b63cda0,4fbd9363,df8cf33c,9/1/2024,6:06,22,1681.42,8,Credit Card,4.6
afc9fb3e,71098659,e0cc8fea,9/14/2024,15:42,19,624.22,9,UPI,2.4
f165568a,bfbb1501,bc1d343e,10/23/2024,22:05,50,684.89,3,Net Banking,3
e8ecdd09,668d09b6,9dec7b52,1/3/2024,3:54,66,1112.99,8,COD,4.9
e4292be3,23075295,3c219beb,3/14/2024,11:26,40,592.64,1,Net Banking,4.1
da978e5c,3da5daa9,a64878fd,11/9/2024,18:58,18,498.54,5,COD,1.2
4f487d60,4bf198a5,3b1fe8b2,9/16/2024,15:07,46,1952.6,2,UPI,3.6
a688f024,e726f2d8,1a7b619a,4/17/2024,7:48,55,478.6,9,Net Banking,4.7
f0e5cb8a,f6741553,b620974c,6/25/2024,9:52,80,1125.19,2,Net Banking,1.2
40fddd2a,45de4a55,87bb1a7f,12/24/2024,9:21,49,1311.16,4,Wallet,1.6
20d88287,405ed20c,e93fd2ad,1/23/2024,7:49,49,489.39,5,Net Banking,2.6
f1ce56a4,24efe3fc,b943d405,11/2/2024,0:23,75,1351.94,7,COD,4.8
cef7ee15,991915d7,9560cf1f,2/4/2024,4:07,77,728.37,7,COD,4.7
88e0d730,79617b25,91ae879c,6/1/2024,4:49,39,1025.43,4,Wallet,2.7
61a9b990,2aca810f,3aead715,10/24/2024,5:42,81,1604.53,5,Wallet,1.9
737ff27e,2f64e220,09fdf18a,3/6/2024,23:06,46,915.96,6,COD,2
836a2636,1bac8755,6d918881,4/21/2024,0:27,85,833.88,1,Credit Card,4.9
6686ad0a,d7b287a8,4f91d19f,7/7/2024,9:33,72,1457.7,8,UPI,3.3
8bc6ad27,581e8723,7a8649ef,12/24/2024,20:20,84,968.16,4,COD,4.7
2d1dc47f,1935fe99,619963a7,7/13/2024,10:43,54,107.91,8,Wallet,1.6
3df89e11,59b862ed,7428de87,10/1/2024,21:23,32,377.68,7,UPI,4.7
8e4b64d3,a638af19,814262c8,12/3/2024,5:30,27,953.14,5,Credit Card,2.5
c50c43bd,5aba5a33,f6e6861f,8/26/2024,19:51,53,1889.52,6,COD,1.4
96310ce8,3988bf2c,14e4476c,8/23/2024,11:37,40,593.56,1,UPI,2.4
feb27967,5628c140,577560c9,1/15/2024,18:24,90,1720.4,5,Net Banking,2
846ed9d1,09316a70,ef69ce63,8/6/2024,19:21,22,1984.37,2,Net Banking,4.5
bcaf1c5a,bf5bf6cd,e9038ae9,6/21/2024,8:41,45,998.57,5,Wallet,4.9
39a71174,8a11d347,5582798c,10/20/2024,9:49,44,1719.54,5,COD,3
f0dea517,870f6ec5,35332bb4,12/23/2024,13:11,39,1494.11,1,UPI,1.8
52aef5ea,96102266,b67d7ac9,1/25/2024,21:30,67,476.83,6,Net Banking,4.6
21cf6555,733a1a91,a55e03dd,11/11/2024,12:16,61,997.12,6,UPI,3.9
c231dade,220de01b,38893b1d,4/20/2024,5:05,26,1800.31,2,Net Banking,1.7
52b5af02,2a7a8abf,f975d32c,11/13/2024,19:37,69,432.31,2,COD,4.2
b5497fe0,84493364,a24986df,9/17/2024,8:53,89,1132.6,5,UPI,1.1
e9b2d188,b2dc7803,2ad840eb,10/15/2024,4:25,52,587.08,8,COD,4.7
f155d562,991915d7,bd95d451,6/26/2024,7:04,88,592.58,2,Net Banking,3.5
18b038e0,f75a4fd0,d874451a,12/3/2024,14:36,19,676.94,5,Net Banking,2.3
7e97f8c4,818ac424,7e716601,7/22/2024,19:32,79,1541.69,10,Wallet,1.9
e3b851e6,da6baa40,72c0e1d7,2/18/2024,11:34,28,484.26,3,UPI,1.7
b7927678,8058c87e,3f2d564b,11/27/2024,1:13,24,338.59,1,UPI,2
22e50272,1c54225b,56388544,2/16/2024,0:51,59,927.09,7,Wallet,4.7
63336f41,c1244b75,1cd3ce3a,7/27/2024,17:15,80,1105.21,2,COD,1.2
9364cb89,587046b8,44890f4c,1/28/2024,12:45,69,709.45,5,COD,4.3
a06154db,502053dd,7d2ab886,4/3/2024,17:45,45,806.31,10,Credit Card,1.6
deab8873,87ef9500,c814e073,6/20/2024,23:12,68,1706.87,9,COD,2.4
8d028cba,3131321b,060b75fc,10/9/2024,23:56,47,1703.75,3,COD,1.9
494b14df,174b3d72,8780bf2b,6/21/2024,21:31,81,976.54,7,UPI,3.9
0e42703a,acf7c6f8,4611b17c,2/20/2024,13:10,80,587.73,4,Credit Card,4.1
507b4233,a726efd4,2b4340cd,10/25/2024,16:43,87,1385.33,1,Net Banking,3.7
40f22844,f6741553,debe1584,8/7/2024,6:17,68,320.12,4,UPI,3.9
e6d77434,60723d0e,be11e9c1,8/14/2024,7:32,89,1412.97,5,Wallet,2.4
506614d5,60975764,0a83ebb1,5/20/2024,22:04,35,876.26,4,Wallet,1.2
745de8f5,14847f96,400b23c6,2/9/2024,1:38,19,770.14,10,UPI,1.3
03e59433,6806a865,2ae1af2e,2/19/2024,1:14,29,1234.45,8,Credit Card,4.9
17bc3961,28bc6e8d,1aa19890,9/25/2024,20:18,21,946.35,10,Credit Card,3.2
419f0233,bff0bb92,0f47375e,11/2/2024,2:50,29,594.64,9,Wallet,3.6
948f44a0,d4eb642a,4b73655c,8/10/2024,14:12,90,541.78,3,COD,2.4
58df0a11,eb85c060,4eb77e07,7/14/2024,12:08,38,1448.57,3,UPI,5
8d326baa,14f8c226,0a8f4e94,10/6/2024,1:41,29,1556.22,1,Wallet,3.6
98dff6ea,5ef3c1b1,5b2beed9,8/21/2024,3:39,29,1118.02,4,Credit Card,4.1
4e294ac2,c867f4c3,c030a34a,5/2/2024,22:41,83,146.03,7,UPI,1.4
0af71078,e09f0465,2748a510,6/8/2024,0:54,53,710.72,5,Credit Card,3
6ffadca6,d9c56a1e,fb7e47d2,2/8/2024,4:58,26,683.82,3,Credit Card,2.3
fd09d0cf,674dfaa6,7e7aaf7b,5/14/2024,6:50,49,1662.28,9,Credit Card,4.3
c9e7c5de,b8128f8d,78468404,6/1/2024,21:18,84,670.91,7,UPI,2.7
8c917dfb,4fa55034,a6b36949,9/15/2024,0:10,17,805.13,3,Credit Card,2.7
db45f82c,52758fa7,0684cc19,10/3/2024,6:32,79,387.37,3,COD,2.6
7d8430a3,3ebed339,851db974,7/2/2024,3:55,60,200.79,7,COD,3.9
11f6d29d,ccf81718,8f951726,12/15/2024,7:54,76,1793.55,1,Net Banking,3.6
c0e91eb8,100a811e,7887dba1,12/14/2024,3:31,58,208.48,1,Credit Card,3.1
92e09f47,581e8723,56824543,3/28/2024,18:36,70,917.59,6,Wallet,4.4
9ddf4ac6,537b38f9,1f8e5b9c,12/4/2024,9:58,18,1237.91,1,UPI,2.4
4a497aaa,b37bb876,4a973cf0,1/17/2024,0:39,21,1720.8,5,Credit Card,4.9
b6e07fb0,3751ee4c,df27472a,3/24/2024,0:53,67,558.39,6,Net Banking,1.3
bb361c5b,ce114fee,a44ebf60,6/20/2024,3:44,44,1894.15,2,COD,2.9
e1f4c03b,14f8c226,b572c2bb,4/28/2024,0:43,52,317.3,4,UPI,2.7
808c6306,bd7c2a0c,a5642fc0,12/20/2024,20:33,67,200.43,2,Credit Card,1.9
7f8ed0bf,557552d0,4ce1936b,2/15/2024,19:57,66,746.96,2,COD,1.5
8ced9b3e,ccf81718,425d1d6c,5/10/2024,10:05,28,1752.42,3,Net Banking,4.1
9531d188,3146ef85,64fcd0bc,6/5/2024,0:28,23,1075.45,2,Credit Card,4.8
272a61b9,0e108d8b,b657dbcd,9/13/2024,10:55,48,1379.66,8,Credit Card,3.7
47a9e2e5,6c64aa30,c5c27697,6/26/2024,7:39,88,1804.47,7,Credit Card,1.2
828bfca6,c00f73d6,7b5c0fd0,2/12/2024,21:18,51,231.28,6,Net Banking,1.2
9a4f7040,8060001b,33b8eb81,7/5/2024,12:20,65,1905.5,5,Credit Card,2
b72fac0f,bd857157,ecac2286,4/10/2024,10:13,35,1658.63,1,COD,1.2
e76451b8,ce8f2030,0490e762,5/5/2024,2:38,34,617.41,3,Credit Card,1.5
44852d0c,3de9ffca,13ced5da,3/1/2024,13:27,24,362.03,1,Wallet,2.3
dae3a23c,4e924a53,e76dfb0d,4/28/2024,17:22,68,1348.03,6,Wallet,1.5
24878694,2a7a8abf,1fede152,1/12/2024,6:49,77,1023.02,3,COD,2.7
ef042155,612e24e0,bbc0717e,8/4/2024,1:30,26,664.59,6,COD,2.1
a73fdc4b,a638af19,3e4e5cde,12/16/2024,19:43,70,732.92,10,UPI,1.1
bd39dc6a,733a1a91,306ba969,12/8/2024,1:26,36,706.06,5,UPI,2
97c86777,1.57E+63,05e0ecee,5/10/2024,3:16,81,1517.75,8,UPI,1.6
730ef139,39189b6c,4a98f942,8/14/2024,19:52,51,1860.46,1,COD,4.4
1dcb7317,81bc33da,35df552b,9/11/2024,8:50,19,282.87,3,Wallet,1.5
2333fcc0,71af43be,0fe7ee39,5/10/2024,4:46,41,936.18,3,Net Banking,2.3
c84bcbde,0e24dd86,e81eaa35,1/14/2024,2:13,78,138.88,9,Credit Card,1.8
872533ca,c1244b75,5777eca4,5/11/2024,12:19,36,1168.34,4,UPI,2.4
9333fa9c,8180e6e2,87bb05f8,11/16/2024,7:50,64,409.59,6,COD,4.7
ff81b340,e726f2d8,e25df05f,10/18/2024,13:13,49,782.81,7,Wallet,3.7
2de416f9,760d1a28,e4a7148e,6/11/2024,0:39,70,850.45,8,COD,5
0295bc00,3131321b,8a9a4b07,11/11/2024,6:54,25,739.81,8,Wallet,3.9
9242e29f,587046b8,23c5bd51,7/2/2024,17:05,63,1062.65,3,COD,3.1
49dda27c,bff0bb92,b8bfa169,9/15/2024,20:25,27,267.69,4,UPI,3.1
52375a5b,502053dd,e9a99292,7/17/2024,15:44,25,1881.76,2,COD,2.5
2c43436d,79617b25,a6caae0d,6/22/2024,23:56,88,752.5,8,Net Banking,3.8
3de6241b,70c91766,fe02906b,8/14/2024,19:25,77,281.44,10,Credit Card,1.2
2ec9e52a,4290a87b,cfef73f8,5/14/2024,2:23,15,1069.97,6,COD,1.8
6fcaacbe,55c18a95,146b1dda,1/6/2024,11:37,18,1413.31,4,UPI,1.6
ff350961,26db3a08,26f1f681,6/4/2024,13:10,34,1712.08,10,Credit Card,4.3
819dfb37,ce114fee,e5503e2d,5/10/2024,15:37,64,1309.48,3,COD,3.8
87da80da,e3fef5a1,f7340926,8/7/2024,2:39,32,449.03,5,Net Banking,3.9
da0f6181,93c01c5b,1574648a,4/18/2024,18:33,83,1683.25,2,Credit Card,2.1
11b27cd2,d9e2c443,94227291,1/26/2024,23:16,63,201.67,10,UPI,1.6
0876e84d,b9c58717,a6fb9d43,2/5/2024,12:45,26,847.18,2,COD,1.5
e0c4f572,b09f66d7,d09923a7,12/25/2024,1:10,52,878.84,5,Credit Card,4.7
2cc93add,5a38fde9,3d3966da,10/8/2024,5:41,46,100.37,2,Credit Card,2.8
3c0b9bde,179a3485,6d439311,11/18/2024,21:34,27,205.02,10,COD,2.7
e0f1f3ab,581e8723,7bb5215d,5/7/2024,10:06,21,1578.19,9,UPI,2.2
b0da3a30,57c584c5,e9c3fb7f,2/2/2024,12:32,51,1540.79,3,COD,3.9
5d0f6f7f,c977a5f5,adb986d4,5/7/2024,8:04,77,1064.09,9,Credit Card,3.4
6fd110bb,8b12bcad,e54bd814,9/6/2024,2:54,56,1611.07,5,Wallet,2.9
a13d670b,e54e0518,bc601cbf,12/4/2024,2:58,63,1273.51,1,COD,3.3
182d2525,74d2ed66,4f50c843,6/10/2024,14:02,32,571.83,5,Credit Card,3.2
e0d5767f,e66a8f3a,e79d6ffa,12/20/2024,10:38,28,1133.91,3,Wallet,1.6
964adf90,c21dbf54,31263370,7/11/2024,10:56,61,653.76,2,COD,3.7
5c99c180,6a557120,de7783e0,5/10/2024,11:13,50,297.81,3,Wallet,4.3
91da4150,f5f0a3d7,701993c7,11/9/2024,16:38,53,1532.82,6,Wallet,4.5
e806d5d1,5440dc43,38d163d8,4/6/2024,3:19,51,1651.94,3,UPI,4.2
f48b6f42,318ca5a5,de2d0183,2/8/2024,18:36,87,1220.23,10,Net Banking,2.2
1266dd88,da6baa40,3091e597,5/9/2024,20:08,87,437.75,8,Wallet,3.9
6b87d03d,026ab181,ac3ae65c,6/9/2024,23:54,42,1117.04,1,COD,2.9
92e364ff,ee6e78d8,3937c4c6,12/20/2024,14:49,33,1849.93,4,Net Banking,4.5
9c4a32ef,2aca810f,85675053,9/10/2024,8:35,21,732.09,10,Net Banking,4
748fff6c,35c24305,7a322ce6,12/17/2024,0:27,81,1977.63,5,Wallet,1.2
bd519a48,1c54225b,cfe4ccd2,2/14/2024,1:11,51,160.46,3,UPI,1.7
d44472bc,09316a70,0f63ec09,9/24/2024,5:37,18,915.94,3,Net Banking,1.3
dc6bdf20,b2cf0b3d,3c2c3012,8/1/2024,17:41,72,1527.71,1,Net Banking,1.9
98191cba,b2cf0b3d,7b22a5cb,9/14/2024,23:27,71,478.04,6,Credit Card,3.1
a88b9048,ccf81718,bdf33d39,2/16/2024,16:14,53,1500.38,2,Net Banking,2.2
05df8b13,bd7c2a0c,742c0d87,4/5/2024,21:20,41,871.88,5,COD,4.6
6802696e,f39e5ccb,5ff63c40,1/7/2024,17:45,87,1592.26,4,Net Banking,3.3
f9fe16d7,e85b5df7,18e1284b,10/10/2024,3:34,76,844.4,8,Wallet,2.1
94fe5fcc,dfd043a7,5921b249,9/16/2024,7:50,16,1950.89,2,Net Banking,3.3
dfb11c1c,c317908c,ab0a40cd,11/17/2024,5:12,24,1888.84,3,COD,3.8
f0432005,3b052e56,eb7da8ce,5/26/2024,11:26,25,194.82,6,Credit Card,2.5
ecc546a5,c318e94b,c3ba1d5e,4/3/2024,8:07,72,1363.49,10,Wallet,3.2
20740f3d,72e541fb,e87684dd,4/9/2024,19:42,41,543.63,3,Credit Card,2.8
8cbed1da,a80c0410,6a9d0524,5/13/2024,18:54,81,288.92,2,Credit Card,4.8
3a262610,2c89fe67,1d9c166c,4/13/2024,3:04,28,288.18,5,Credit Card,2.1
fce71b0f,8a76a7ee,b8db7983,5/14/2024,18:07,80,1746.96,3,Wallet,1.1
fb35d3d9,bd7c2a0c,b25b27c5,9/22/2024,2:56,19,972.25,2,Wallet,1.2
60582812,8ff329e1,bcde2dae,7/4/2024,20:08,82,187.2,1,UPI,4.7
93d64cb5,1935fe99,b4a5e4da,4/22/2024,9:44,32,1447.36,5,COD,2.6
bd903b69,b8128f8d,3d3bfc20,2/11/2024,17:42,49,1414.23,10,Wallet,1.4
7.53E+14,c1f72d98,17ff6ba5,2/22/2024,21:33,80,1587.49,8,UPI,3.4
aa1d8531,eb85c060,16839269,1/12/2024,15:01,29,466.24,6,Credit Card,3.1
fd04d914,0c921430,b57c2d14,7/5/2024,3:17,43,643.45,8,Credit Card,4.8
a55c627f,400c131f,e24a6c4c,10/12/2024,9:36,56,1178.98,1,Net Banking,3.3
6a588416,9259b0e9,57ca7902,8/26/2024,13:57,49,1544.02,8,UPI,3.8
6756cd0f,1c45fac8,3773e961,12/17/2024,2:32,64,640.26,10,Wallet,2
d9e1b8ea,0d392883,489be1bb,12/11/2024,11:27,24,623.09,3,UPI,1.9
3ead43c4,3de9ffca,8d2773a1,4/9/2024,19:45,51,1787.79,5,Credit Card,2.5
ed34cfd3,0e24dd86,67e24a99,3/20/2024,8:14,67,1272.04,1,Wallet,4.8
cad2afbc,8f1605c1,c6651a7c,4/23/2024,10:44,39,555.05,4,UPI,2.8
bb38e905,79617b25,09bcd6db,2/28/2024,3:30,47,1840.31,7,Credit Card,3.6
34098887,3ce70391,2d654b3e,1/28/2024,3:30,60,622.69,8,COD,1.4
768b8f64,c867f4c3,702e8958,10/14/2024,18:56,57,692.35,2,Net Banking,4.7
3ccc3f90,04a74418,9c9035bc,12/8/2024,13:48,72,1327.63,4,Net Banking,1.5
45c6ddb2,12205eb5,f4a713e0,9/2/2024,10:25,86,1889.35,9,COD,4.7
3fbca06a,8a76a7ee,34f930a5,4/3/2024,11:26,35,1883.51,6,Wallet,2.3
f3f7586a,00d33951,252ff192,2/26/2024,21:55,51,435.65,9,COD,1.2
8722167a,a9239ac0,9feb2c5a,1/16/2024,6:58,76,906.54,3,Wallet,3
02ce955c,45de4a55,ce0a6753,7/25/2024,18:41,29,698.74,7,Net Banking,1.8
dea67d9e,f4fb2de3,6256f42c,8/2/2024,13:10,68,1077.39,3,Credit Card,4.7
3868237b,b1f2c737,782963d6,5/2/2024,16:31,31,1579.6,6,Credit Card,3.6
8021639a,557552d0,561dfe2b,2/22/2024,8:10,62,1775.38,7,UPI,3.4
71b492af,93c01c5b,67892c45,5/10/2024,2:03,22,971.72,7,Net Banking,3.5
1486a794,bf914634,6693c345,7/12/2024,13:25,83,1946.38,4,Net Banking,2.4
f37bf4e6,aef029e0,56e25561,11/2/2024,7:09,18,1059.83,5,COD,3.5
ff75ae6f,02df79eb,f10b9b2b,4/13/2024,2:56,76,942.21,8,Wallet,3.8
e27a02a4,696dae98,4fd61edd,4/6/2024,3:02,86,713.01,5,Net Banking,3.3
1085b47d,c2e70208,0f2d2b5a,4/21/2024,20:09,70,638.72,3,Net Banking,3.8
59539a23,db7c0362,0af7df4b,10/2/2024,14:32,15,1562.2,9,Net Banking,1.2
b525e168,3988bf2c,b20e5139,2/23/2024,9:30,88,1221.39,5,Net Banking,3.9
a9053835,e19f39b7,411b9811,2/26/2024,22:35,46,1143.18,10,Credit Card,2.8
696f4a63,2b8368d4,25eeb08a,8/27/2024,23:46,15,1705.84,2,Net Banking,4
a0476cfa,19c74ecf,06e406f7,10/6/2024,23:22,74,1337.28,2,UPI,3.6
55c9532f,612e24e0,646261eb,6/5/2024,14:42,49,979.15,8,COD,3.3
1582da03,8133dda0,b9e8b475,7/4/2024,11:30,58,1061.08,2,Net Banking,2.4
9.49E+10,8f988f4e,1d25d53c,6/20/2024,22:11,73,900.42,3,Net Banking,3.2
7db5679b,4622bca4,b58ea419,1/7/2024,19:18,21,448,3,UPI,3.6
42a0d88d,00d33951,36fbd624,4/19/2024,23:24,77,374.15,6,UPI,1.7
60104f2a,9b3e0802,b6fc8e89,7/21/2024,5:15,32,987.71,7,Credit Card,2.5
17f77d85,70c91766,b2e2d614,5/3/2024,10:33,39,218.92,3,Net Banking,4.5
2daa36bd,ce114fee,a7b992b3,6/19/2024,0:49,56,1362.55,3,Credit Card,4.5
d87f83b7,733a1a91,b8770640,3/16/2024,7:18,87,1643.95,7,UPI,2.8
ba2530ec,528a4810,ad616ae5,8/28/2024,14:40,23,356.52,4,Net Banking,2.2
f4e441a6,57c584c5,4b72c6c1,8/7/2024,20:08,75,1828.78,8,Wallet,3.3
a7bcad0b,2bf57503,118c7a09,5/18/2024,19:07,56,1471.34,6,Wallet,4.7
df3b8ee0,ee9f310d,6925f83b,5/12/2024,0:47,47,1163.77,3,UPI,3.1
46bb01e4,a8d593a1,869254cd,11/5/2024,11:40,42,1117.51,6,UPI,3.5
fe316baa,c2e70208,2a3b1c01,8/2/2024,7:28,50,875.65,3,COD,4.4
342e6299,bf0d16e8,c6a64f72,9/14/2024,8:15,37,299.68,9,Net Banking,4.8
9679b75f,40dc81ce,fd1ed967,3/3/2024,1:30,82,1414.37,10,Wallet,2
ec69bd91,c1244b75,aa79b8d3,4/2/2024,5:24,25,1110.39,3,UPI,2.9
68f7f2ca,502053dd,170312c2,12/17/2024,0:58,58,334.8,6,UPI,1.6
456df9af,49d9a0f2,0ffb4c1d,8/12/2024,19:39,88,320.16,8,COD,2.1
71084244,3ce70391,759fab89,7/22/2024,1:39,68,1648.19,6,UPI,3.5
7f03ee88,4bfd980c,f5b38a47,11/1/2024,2:26,67,530.54,1,Credit Card,2.9
3a262414,03e3a6e7,9f030f49,7/17/2024,5:48,81,708.11,4,COD,4.4
c1126e99,405ed20c,94ff6600,1/12/2024,12:29,51,1483.28,2,COD,4.6
e03c91cd,75c23eab,c2dc83ea,9/2/2024,9:04,71,1987.02,6,UPI,1.9
e74325cd,e3fef5a1,8d9ac8bd,5/23/2024,15:26,71,1059.84,7,Wallet,3.4
be623a9d,9abef4df,71a371dc,8/9/2024,13:15,42,901.18,1,Net Banking,2.1
fa8c2ccd,9e422e29,a9d759e7,10/7/2024,16:34,44,1312.51,1,Net Banking,4.5
33833c64,28bc6e8d,0b492e7a,9/24/2024,4:59,65,1200.04,2,Net Banking,3.6
c1508fe1,cd913d5d,271aed6c,6/11/2024,4:53,21,1340.32,1,Wallet,4.8
ca3374bf,3e7f7fbe,34be19e2,3/13/2024,5:48,64,381.07,7,UPI,4
b27c639c,1c54225b,6612cfea,7/26/2024,17:45,62,292.32,5,Net Banking,4.7
a1a13efb,3535b075,b57e1057,4/7/2024,2:29,85,452.51,5,COD,1.2
0e15914d,4eab0c83,85f9c895,5/9/2024,10:41,42,1714.81,8,COD,2.4
0abe32dd,ea525a43,63ad3da3,7/4/2024,20:38,74,1189.94,3,COD,2.7
300f7bc1,8c3f5029,d1816ad7,7/7/2024,9:53,64,1534.38,7,UPI,1.4
8597a7b7,4d8c2e99,804e2df2,11/13/2024,12:17,90,1208.63,5,UPI,4.3
0a89586f,84ed73ad,7ef4df25,6/15/2024,19:50,26,187.1,2,Net Banking,3.3
bc18a453,a6220936,f24f374c,11/20/2024,5:33,24,1554.76,5,Wallet,1.8
ee0de8a3,35c24305,b8648e2b,3/18/2024,9:11,57,394.9,10,Wallet,3.5
824bcdc6,ab27a46b,6e174610,1/15/2024,2:33,69,1109.86,3,Credit Card,1.1
f4346df9,400ea5d4,fe41f827,3/17/2024,19:37,77,1307.95,5,Wallet,3
4021d03b,64dde01b,bf3737fb,4/23/2024,5:49,88,594.9,4,UPI,2.4
6ebfce11,606db467,3780a33a,10/26/2024,19:44,87,540.07,8,UPI,2.4
4e6e17ab,52758fa7,3ec88fa9,10/25/2024,18:21,21,1774.14,8,COD,2.4
adf1d2e6,5f0a9f32,20e232ef,3/7/2024,13:26,33,619.96,3,Wallet,3.8
4f4454c6,6c38f66f,8585e47a,1/14/2024,16:25,85,1492.99,9,UPI,2.7
1.05E+09,a70ed7db,71f37c46,7/13/2024,3:11,45,1038.84,5,Credit Card,1.4
10e7b12b,b37bb876,e27d4f21,3/17/2024,0:03,64,1432.13,5,Wallet,2.1
45907dad,44837d80,baf66710,2/22/2024,8:20,79,1530.96,7,Credit Card,4.9
1b624990,aef029e0,1d98c5c6,7/21/2024,21:11,51,1268.56,10,UPI,4.3
f2699d20,368c8202,b33a4636,5/11/2024,5:03,73,1087.32,4,UPI,2.7
4808b9d9,7e7abb6c,fdcbd9d5,11/4/2024,5:10,84,896.8,5,Credit Card,4.7
3512a40d,39189b6c,65ca31b0,9/27/2024,5:09,76,261.59,6,Credit Card,4.7
f61a169f,78dddfb3,a0431863,5/5/2024,4:36,46,195.09,4,UPI,1.7
40fb05fe,94689fae,813ce294,1/10/2024,5:22,44,1584.97,9,Credit Card,3.7
3043a946,72e541fb,770c55c7,9/6/2024,12:30,81,965.59,8,Wallet,1.8
135ea556,5662c0df,8ba7c116,2/19/2024,13:23,76,1070.79,8,Net Banking,4.3
dec23ade,b7d188df,aae5aafc,7/5/2024,23:01,37,471.46,1,Credit Card,4.4
28da145f,84ed73ad,b5e85492,1/18/2024,8:03,86,383.83,8,Wallet,2
300b9412,2c3d36ef,d74b8f81,6/3/2024,12:51,28,1485.12,4,Wallet,1.2
bb96e0ec,612e24e0,f50cda70,7/9/2024,13:56,84,1874.12,3,Wallet,1.1
8f9b5234,59b862ed,e96009bd,10/7/2024,21:44,22,1906.02,9,COD,3.5
24ffea89,e222e302,e143c9d4,12/11/2024,16:11,50,876.41,6,Credit Card,1.2
815e2ed6,51bc9499,b0a510b5,11/28/2024,8:16,58,1381.46,6,Credit Card,2
c71d71b2,49d9a0f2,469bae18,2/22/2024,8:04,48,332.29,5,Net Banking,1.3
f8ff9369,e66a8f3a,9894a32f,9/14/2024,15:49,84,1330.93,10,Wallet,1.8
1c0e7a63,f2bb6dd3,26049d28,9/1/2024,20:11,63,1695.28,4,Credit Card,1.5
50173c33,81bc33da,4d3c2641,2/18/2024,3:06,72,1704.68,4,Credit Card,4.3
4b00f21f,a8e96359,205ceda8,3/6/2024,9:16,68,1160.6,1,Wallet,2.9
f278de9e,bbd3019c,cbe64307,4/10/2024,2:45,61,256.35,7,Net Banking,3.4
24576b1d,bf914634,8250fcbc,6/22/2024,8:59,32,609.42,9,Credit Card,1.7
36c95173,42142ee5,b7e754da,12/2/2024,0:21,50,1735.5,9,Net Banking,1.9
23f8525d,6903437e,d3b2145f,10/26/2024,11:07,47,1423.79,7,Net Banking,2
50d02f76,bc4f828e,2e8bdbce,10/27/2024,10:11,69,1432.82,3,Wallet,4.5
acb756cf,7713a3e9,65372522,3/6/2024,21:03,43,1658.32,9,Credit Card,3.5
ce1e7495,89262461,a59d503d,2/1/2024,6:44,57,1884.44,7,COD,4.5
a1e2aea5,fcd19837,bd234d0e,9/1/2024,8:14,66,830.95,7,COD,4
a338164e,c71efa45,9d82dadf,5/8/2024,12:08,62,397.49,3,Wallet,3.4
84d4ebb3,e79218d9,1865be22,7/5/2024,14:37,27,1143.56,10,Net Banking,4.1
0e42e869,e9c95f1f,f4e53b40,1/3/2024,9:25,43,1641.26,5,Net Banking,1.9
a55bf768,70c91766,34868503,11/16/2024,3:50,43,1786.45,7,Credit Card,3.5
8a914e91,6af133bb,a716043f,5/20/2024,11:22,43,780.34,3,UPI,3
97ed6dcf,174b3d72,616843cc,7/2/2024,23:21,31,1991.63,10,Wallet,3.9
